ID,STATE,AGE,RACE,GENDER,EDUCATION,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25
407568,OH,97,Asian,F,High School,1,5,4,5,4,1,3,3,4,2,4,2,1,3,5,2,1,4,5,4,2,5,3,4,2
407577,OH,82,African American,F,"B,Sc",2,4,1,1,4,4,4,2,1,2,1,4,3,2,5,5,1,1,5,3,4,5,4,5,1
407595,OH,61,Asian,M,"B,Sc",5,1,3,1,2,3,4,2,2,1,4,5,4,4,4,1,2,1,5,3,2,5,4,1,5
407601,OK,28,Pacific Islander,M,High School,3,2,2,4,1,2,2,4,5,1,2,5,4,4,1,3,5,2,3,2,1,1,5,2,1
407629,PA,37,American Indian,M,GED,3,4,1,1,1,3,2,2,1,3,2,2,5,2,2,1,5,5,5,2,3,3,4,4,2
407683,TX,69,American Indian,F,PhD,4,2,2,4,5,1,2,5,3,1,4,5,4,2,2,1,5,4,1,4,5,5,2,5,1
407708,WA,39,White,F,GED,3,4,1,4,3,1,2,5,4,2,5,1,5,4,5,1,2,5,5,5,2,1,2,4,4
407726,WI,42,African American,M,High School,1,5,1,4,3,5,3,4,2,4,2,3,3,1,2,4,2,2,4,3,1,5,2,1,4
407735,WI,34,Asian,M,"B,Sc",5,3,3,5,3,1,5,3,3,2,3,5,1,1,3,3,2,5,3,4,4,3,2,2,5
407832,OH,72,Asian,F,"A,Sc",3,1,1,2,1,3,3,3,5,1,5,2,4,3,4,3,3,3,1,1,4,1,2,3,4
408039,IN,19,American Indian,M,GED,4,5,3,1,2,5,5,5,1,5,3,4,4,1,1,2,4,4,2,4,2,2,4,2,5
408066,KS,78,White,F,GED,2,1,2,1,2,5,2,1,1,5,4,5,1,3,2,1,2,5,2,2,2,3,5,2,1
408163,NC,53,White,F,GED,3,3,4,4,3,1,4,4,5,1,4,5,5,5,1,2,1,2,5,2,2,1,3,2,2
408312,PA,95,Hispanic,F,GED,1,1,3,5,4,5,4,3,1,2,5,1,3,2,1,5,2,3,3,5,3,2,3,5,1
408385,TX,83,Asian,F,"A,Sc",3,3,2,3,3,2,4,2,2,3,4,4,4,4,5,5,5,3,5,3,2,5,5,3,2
408394,TX,73,White,M,GED,3,5,5,5,1,3,5,4,1,2,4,5,3,4,1,3,4,4,2,3,3,5,4,1,1
408844,FL,83,Hispanic,M,"A,Sc",2,4,1,2,1,2,1,3,4,4,4,3,5,1,5,2,5,4,4,3,1,3,4,1,2
408862,GA,35,Pacific Islander,M,High School,5,4,3,5,3,3,2,1,2,5,1,1,3,2,5,2,1,5,1,3,1,5,2,3,4
409032,FL,44,African American,M,PhD,4,2,3,1,5,4,5,3,4,1,3,4,3,1,4,2,2,1,3,3,3,5,3,3,5
409069,FL,23,Hispanic,M,GED,2,4,2,5,2,3,2,2,1,5,5,2,4,1,1,5,1,5,1,1,3,5,5,4,4
409120,MO,28,Asian,F,GED,2,2,4,4,2,5,5,5,3,4,5,2,2,4,1,4,1,5,1,3,3,1,2,4,4
409166,NV,94,White,M,"B,Sc",1,5,1,1,1,2,1,4,4,4,5,5,4,2,1,4,1,2,1,1,4,5,5,5,3
409193,PR,42,American Indian,M,PhD,1,3,4,1,2,2,3,2,4,1,4,1,1,4,2,5,2,4,5,1,4,3,5,4,5
409254,IL,31,Pacific Islander,M,M.Sc,1,4,2,4,2,3,1,3,4,3,2,1,1,3,4,2,2,3,5,2,3,3,3,1,2
409315,TX,93,Pacific Islander,F,GED,4,4,4,2,1,5,5,1,1,3,1,4,3,3,1,2,5,2,1,1,5,5,2,4,3
409379,TN,54,Asian,M,"A,Sc",5,4,5,4,4,5,5,5,5,4,2,1,2,1,2,2,1,1,2,2,5,2,5,5,1
409537,OH,83,Asian,F,"B,Sc",2,1,4,1,5,1,5,5,5,3,5,3,5,3,4,4,1,5,1,1,1,2,1,1,3
409591,OH,63,American Indian,F,M.Sc,5,1,5,4,1,1,4,1,4,3,2,2,1,2,2,5,3,3,4,3,2,5,4,3,1
409616,RI,27,Asian,F,PhD,4,4,2,3,5,1,4,2,2,2,1,1,2,4,3,1,4,4,2,3,5,4,2,5,2
409670,FL,47,Hispanic,F,PhD,3,3,2,4,3,1,5,3,3,2,1,1,3,1,4,1,5,4,1,1,5,3,3,4,3
409698,CA,89,African American,M,GED,1,5,4,1,4,5,5,2,5,3,2,1,5,3,1,5,2,1,4,1,1,1,3,3,5
409829,MO,82,Hispanic,M,M.Sc,3,4,4,3,2,2,5,5,3,1,3,2,5,5,1,2,2,2,3,5,1,3,5,3,4
409838,MO,24,Pacific Islander,F,"A,Sc",1,1,2,1,2,3,3,1,2,4,2,5,2,1,4,2,5,1,3,5,5,2,3,4,2
409874,CA,25,American Indian,F,M.Sc,5,1,1,1,2,2,5,1,2,4,3,4,3,1,4,2,1,4,1,1,4,4,2,3,2
410034,GA,21,Asian,F,GED,4,2,3,3,2,3,2,2,2,4,4,1,2,1,3,2,4,1,1,2,4,5,5,2,4
410070,OK,45,Asian,M,PhD,3,2,1,4,2,5,3,4,1,4,4,3,2,3,2,2,4,4,3,5,1,2,4,3,1
410256,MI,19,White,F,PhD,1,1,4,1,1,2,4,4,3,2,1,2,5,5,5,2,4,1,3,3,5,3,2,4,3
410283,GA,61,White,M,"B,Sc",2,2,1,5,5,2,2,3,3,5,1,4,4,1,5,5,2,4,1,5,4,3,2,2,5
410496,NY,30,American Indian,F,PhD,2,5,4,2,3,3,2,5,2,2,4,4,4,4,3,2,4,5,4,3,5,2,5,5,1
410502,CA,40,African American,M,GED,3,3,1,1,5,3,4,4,4,2,3,5,4,3,3,3,4,2,5,3,3,5,5,3,2
410520,CA,26,Pacific Islander,M,High School,4,5,3,3,4,2,5,1,4,3,2,3,1,3,4,2,3,5,3,5,3,5,2,4,4
410539,CO,22,American Indian,M,M.Sc,3,2,3,2,5,5,2,4,2,2,3,1,2,1,1,3,5,4,3,5,4,4,1,3,3
410788,CT,59,Asian,M,M.Sc,1,3,1,2,4,5,3,1,2,3,3,2,5,1,1,2,3,5,3,4,2,1,3,3,3
410797,OH,42,American Indian,F,"A,Sc",4,2,1,2,2,1,4,2,1,3,2,5,5,2,4,3,5,3,2,3,4,5,5,3,4
410964,MA,50,American Indian,M,"B,Sc",5,3,3,1,1,1,3,2,5,3,2,4,2,1,1,1,2,2,2,1,4,1,5,2,4
411055,GA,79,Pacific Islander,M,M.Sc,2,1,5,5,1,2,5,3,5,2,4,2,1,1,5,1,4,1,5,5,3,5,2,2,2
411374,IL,90,Asian,F,M.Sc,2,4,4,2,4,1,2,1,3,2,1,5,1,2,3,2,2,2,4,3,5,4,1,2,5
411684,CA,20,Hispanic,F,High School,3,4,1,5,1,2,1,4,2,2,5,2,5,5,5,5,5,1,5,5,1,4,4,5,1
411754,OH,23,Pacific Islander,F,M.Sc,2,4,4,1,2,5,4,2,2,5,4,2,1,2,4,5,5,4,4,1,5,1,4,3,3
412003,OH,48,American Indian,F,"B,Sc",1,4,2,4,4,2,3,5,3,2,2,5,4,5,4,5,3,2,1,1,4,4,5,4,1
412173,FL,55,African American,F,PhD,3,4,4,2,1,3,5,1,3,1,5,3,1,1,5,5,5,4,5,1,4,1,3,4,3
412535,MA,26,Asian,F,High School,3,4,1,4,2,2,5,5,1,2,5,3,2,5,5,4,1,4,1,2,5,1,1,3,4
412544,NY,33,Asian,M,"B,Sc",2,1,1,3,4,1,2,5,4,2,4,4,3,3,5,4,4,1,2,4,2,3,5,4,5
412599,TN,71,White,F,High School,1,3,1,5,5,3,1,3,1,3,4,2,5,4,4,2,3,4,1,4,1,4,5,4,3
412650,IL,48,Hispanic,F,PhD,3,4,3,4,3,1,4,2,2,3,2,4,3,1,4,1,5,5,3,2,3,2,5,2,3
413176,WV,69,White,M,PhD,2,5,1,2,3,3,3,1,3,4,1,2,2,3,4,4,1,2,4,2,2,1,1,4,4
413343,WA,78,White,F,M.Sc,3,5,1,4,3,4,3,1,4,3,4,2,2,5,3,3,1,4,2,1,1,2,4,4,1
413413,MN,100,American Indian,F,GED,3,1,1,1,1,1,3,3,1,5,1,2,4,5,4,1,5,1,2,3,4,4,4,4,2
413617,WI,31,American Indian,M,GED,4,4,4,4,3,1,5,5,3,4,2,1,4,5,5,4,2,1,5,1,2,3,2,1,4
413626,MN,85,White,M,M.Sc,3,3,4,1,4,3,4,1,1,1,4,1,5,2,4,2,1,1,4,3,3,5,1,3,1
413635,CA,98,White,M,High School,4,3,3,5,3,3,2,2,5,1,2,1,4,1,4,3,3,2,2,4,3,2,4,4,5
413644,NM,35,African American,M,"B,Sc",2,5,1,2,3,3,3,1,1,5,2,5,1,5,5,2,1,5,3,5,4,3,3,2,4
413680,CA,84,African American,M,PhD,2,2,2,2,3,3,3,2,4,3,2,3,3,4,2,5,5,3,1,3,5,4,4,2,3
413778,CT,35,White,M,M.Sc,3,5,1,2,2,1,5,3,2,3,4,4,4,5,3,2,5,4,2,3,5,3,4,1,5
413802,CA,38,Hispanic,M,High School,4,5,3,1,2,1,2,1,3,4,2,5,5,4,3,2,4,4,4,1,4,2,4,3,2
413820,OK,23,African American,M,"B,Sc",2,5,1,1,5,1,5,3,5,1,1,2,4,1,4,5,5,3,2,3,4,2,5,5,4
413839,AR,56,White,M,PhD,5,2,1,5,4,4,3,3,2,5,3,1,5,1,2,3,2,2,2,1,1,1,5,2,4
413848,CA,28,American Indian,F,High School,1,4,3,3,4,3,5,1,2,4,2,3,2,1,5,3,1,3,5,3,2,4,4,5,5
413857,KY,52,Hispanic,F,M.Sc,5,5,2,5,1,1,1,3,1,2,3,1,2,2,1,4,3,2,3,5,5,3,3,1,5
413866,SC,47,African American,F,High School,2,1,2,5,4,5,4,5,1,1,5,5,2,2,5,3,4,1,2,4,5,3,4,2,5
413884,TN,52,Pacific Islander,M,"B,Sc",3,3,2,3,5,3,2,2,1,5,3,4,3,1,4,2,5,3,1,1,4,3,1,2,5
413918,WI,50,Hispanic,M,PhD,2,3,3,5,3,4,5,2,5,5,3,1,4,4,4,1,1,4,4,4,2,4,1,4,1
413945,GA,37,Asian,F,M.Sc,4,1,3,4,3,1,2,1,1,5,4,2,3,2,2,2,4,4,2,4,3,1,2,1,2
413972,NC,82,Asian,M,"A,Sc",2,3,4,4,3,5,1,3,5,3,3,3,2,4,2,4,1,2,4,1,1,2,4,4,5
414054,MI,75,Asian,F,PhD,1,5,5,1,4,5,5,2,2,5,2,2,1,2,3,3,1,3,4,2,4,5,5,1,5
414063,NJ,88,American Indian,F,GED,3,5,4,4,5,3,4,5,2,3,1,4,5,2,3,5,5,2,2,1,2,4,2,4,3
414124,MA,51,Pacific Islander,M,GED,3,5,1,3,5,4,2,2,1,1,3,1,3,1,1,3,2,3,3,1,1,2,1,2,3
414160,MI,89,American Indian,M,"B,Sc",3,2,1,5,4,2,2,2,2,1,1,2,2,4,3,4,2,4,5,1,1,3,5,3,3
414452,OR,28,Pacific Islander,M,High School,2,3,5,3,4,3,2,5,4,4,5,3,1,5,3,5,1,1,5,5,4,5,4,4,3
414461,PR,75,African American,M,PhD,3,3,1,3,5,2,2,5,1,4,1,1,5,5,3,1,2,5,3,4,5,2,4,3,4
414489,TX,81,Pacific Islander,M,GED,4,1,1,1,5,3,1,1,3,5,2,1,4,1,1,2,4,1,1,4,3,1,5,5,5
414531,WA,39,Asian,M,High School,2,5,1,2,2,3,1,5,3,5,5,4,1,2,4,4,3,4,5,2,3,2,1,1,4
414540,PA,43,Pacific Islander,F,"A,Sc",5,4,1,5,5,4,2,3,4,2,4,1,1,5,4,4,2,5,1,1,5,3,1,4,1
414559,OK,48,Hispanic,F,"B,Sc",5,2,1,3,3,3,5,5,5,4,1,1,2,1,3,5,5,1,3,1,4,2,1,3,3
414568,AL,80,Asian,F,PhD,4,4,4,1,3,5,5,2,2,4,1,5,3,5,1,5,5,5,5,5,1,4,2,2,2
414586,IL,86,White,F,GED,1,2,4,5,4,4,4,2,1,3,5,1,3,2,1,5,3,5,5,3,1,3,4,4,5
414595,NY,29,White,F,"A,Sc",1,5,4,4,2,4,3,1,2,4,2,2,4,4,5,2,4,2,4,2,1,3,5,3,4
414708,MI,62,American Indian,M,GED,1,2,3,2,5,2,5,5,5,3,4,1,2,4,1,4,1,1,1,4,3,5,5,1,1
414823,FL,97,Pacific Islander,M,M.Sc,4,2,3,1,5,4,2,4,4,1,4,4,2,1,5,2,3,4,2,2,4,3,2,5,3
414841,PA,72,Pacific Islander,F,M.Sc,3,3,3,1,2,4,4,3,5,2,5,2,5,3,2,3,4,1,4,2,5,1,2,1,2
414869,IN,33,American Indian,F,M.Sc,2,2,4,1,4,3,5,2,2,4,3,4,5,5,2,2,5,5,5,1,1,3,3,5,5
414878,IN,60,Pacific Islander,M,M.Sc,5,4,1,5,3,1,3,3,5,1,2,2,4,3,4,5,4,2,1,3,3,5,1,4,4
414911,PA,56,Asian,M,PhD,1,5,5,4,3,1,4,2,4,5,2,4,1,4,4,2,1,5,3,3,2,5,3,5,3
414939,NV,61,American Indian,F,M.Sc,5,4,1,2,4,3,1,4,5,2,2,5,5,4,3,4,2,3,2,5,5,1,1,1,3
414966,OK,18,Pacific Islander,F,GED,2,4,2,5,1,5,5,4,5,5,4,2,2,1,1,4,5,4,4,1,4,3,1,5,2
415039,PA,77,White,M,GED,1,2,5,4,5,3,4,2,3,3,2,2,4,3,2,5,4,3,3,3,2,3,2,2,4
415057,CT,60,American Indian,F,"A,Sc",4,5,5,3,5,3,2,3,4,1,3,2,2,5,1,4,5,3,5,5,1,5,5,2,2
415729,TX,44,American Indian,F,"B,Sc",2,4,5,5,3,1,5,1,4,5,3,5,4,1,3,1,4,2,1,4,5,3,3,3,1
415774,CA,93,American Indian,M,M.Sc,2,4,2,4,5,3,5,4,5,5,3,3,1,4,2,1,4,5,4,3,2,3,5,3,1
415987,NY,69,Asian,M,M.Sc,2,1,5,3,2,4,1,2,4,1,5,1,3,3,4,1,3,1,3,2,3,2,5,2,4
416458,CA,69,White,F,"B,Sc",1,4,1,2,4,1,4,5,2,5,2,2,3,3,2,1,5,3,4,1,2,4,2,3,2
416670,TN,24,White,F,"B,Sc",2,4,3,5,1,5,4,2,4,3,4,3,3,4,4,3,4,4,5,3,2,1,1,4,4
416801,TX,83,White,M,GED,5,4,2,4,5,4,2,3,4,4,3,5,4,2,1,1,3,2,2,5,3,3,1,4,2
416962,NV,83,Hispanic,F,High School,4,4,5,4,5,4,3,3,3,3,4,2,5,4,1,1,2,5,2,2,2,1,5,5,5
416971,OH,50,African American,M,High School,4,3,5,2,3,3,5,5,5,1,2,4,5,1,4,3,1,1,4,2,1,2,3,2,4
416980,OH,80,Hispanic,F,High School,5,1,2,2,1,5,4,5,3,2,1,3,4,3,4,2,2,2,2,1,1,2,2,4,3
417008,AL,18,Pacific Islander,F,GED,1,1,1,5,1,2,3,2,1,2,4,4,5,3,5,5,1,5,3,5,4,1,3,1,5
417062,CA,58,Pacific Islander,F,PhD,1,1,2,2,5,2,4,4,2,3,2,1,1,4,4,1,2,1,4,3,1,3,3,5,2
417105,CA,38,Pacific Islander,F,"B,Sc",4,4,5,1,2,1,2,3,4,5,2,5,1,4,5,2,4,5,2,5,1,2,2,2,2
417123,CA,21,African American,F,High School,3,1,1,3,5,5,1,3,3,2,5,5,2,2,3,5,4,1,5,4,1,4,1,2,1
417132,CA,53,African American,M,"B,Sc",3,3,1,2,2,1,4,2,5,4,2,3,5,3,3,2,4,3,3,1,1,3,2,4,5
417178,CT,33,Hispanic,F,GED,3,1,4,5,3,1,4,1,3,4,5,5,4,1,4,4,3,4,1,2,4,3,4,4,3
417187,CT,47,Hispanic,M,PhD,5,5,5,5,3,5,1,1,5,5,1,3,2,4,3,4,4,1,2,5,5,3,2,2,5
417248,CT,82,Asian,F,"A,Sc",5,5,3,4,4,2,3,2,4,5,5,2,3,1,3,5,5,2,5,1,3,5,1,5,4
417257,CT,24,White,F,High School,5,4,2,3,1,4,3,2,3,1,4,2,1,3,2,1,5,4,3,1,2,1,1,2,5
417275,CT,65,American Indian,M,High School,5,3,1,4,4,3,3,4,5,4,1,5,3,5,4,4,3,1,1,3,3,1,4,1,1
417318,FL,89,Hispanic,M,M.Sc,5,4,4,2,4,2,2,2,1,5,5,4,1,4,3,3,5,2,3,2,3,5,2,5,3
417327,FL,73,Pacific Islander,F,High School,4,5,4,4,1,2,5,3,3,4,3,5,4,4,2,5,1,4,2,2,2,1,2,1,4
417345,GA,36,American Indian,F,"B,Sc",1,5,1,4,3,1,4,1,3,4,4,1,1,4,4,2,4,2,4,4,5,1,1,3,2
417381,GA,34,African American,F,High School,3,3,5,5,2,1,2,1,5,4,4,2,5,2,5,4,4,3,5,1,1,1,1,1,5
417390,GA,41,White,F,High School,2,4,1,5,4,4,4,2,3,3,5,2,1,3,2,5,3,3,4,5,4,4,4,3,2
417406,GA,81,White,M,M.Sc,1,1,4,4,4,3,5,2,5,4,2,5,1,1,3,1,3,5,2,1,1,1,5,4,5
417442,IL,54,Asian,F,"A,Sc",1,3,1,3,5,2,1,2,1,1,3,3,3,3,1,3,2,1,3,5,5,1,5,1,4
417503,KS,25,White,F,GED,3,2,1,2,4,4,4,3,3,3,5,2,2,1,3,4,3,4,3,1,1,3,3,5,3
417549,LA,44,Pacific Islander,M,M.Sc,4,5,3,4,3,5,2,4,1,2,3,2,3,5,1,1,4,4,1,2,2,4,5,4,1
417576,ME,72,Pacific Islander,M,"B,Sc",3,4,3,3,5,4,3,3,2,4,4,1,1,1,1,1,4,4,5,1,1,3,5,1,3
417600,MN,20,Hispanic,M,"B,Sc",3,2,1,4,3,3,2,2,3,4,2,2,4,2,3,2,1,2,4,3,4,5,4,2,3
417628,MO,29,White,F,PhD,3,3,1,3,3,3,5,1,2,3,1,4,1,2,3,2,5,3,5,4,4,4,2,3,4
417637,MO,45,Pacific Islander,F,High School,5,2,1,5,2,1,2,3,3,5,2,2,1,5,2,2,2,1,2,4,3,1,4,1,4
417646,MO,43,White,M,PhD,4,3,3,3,5,5,4,4,1,4,3,5,2,1,2,4,3,1,5,4,5,4,4,1,3
417655,MO,70,American Indian,M,"B,Sc",5,1,3,1,3,4,3,5,3,2,2,1,4,4,5,5,2,5,4,1,2,1,4,3,1
417673,MO,89,Asian,F,M.Sc,5,5,1,4,5,4,3,5,2,4,3,1,5,2,1,1,4,5,3,4,1,2,5,4,4
417682,MO,91,Asian,M,PhD,4,4,1,3,3,3,2,4,3,2,1,4,4,2,3,1,2,4,4,2,3,3,4,1,2
417716,MO,100,American Indian,M,"B,Sc",1,4,1,2,1,1,2,4,3,1,4,1,3,1,1,5,3,4,3,5,3,2,4,3,5
417725,MO,94,Asian,F,PhD,2,3,3,5,5,3,1,1,1,5,4,3,1,2,1,3,2,5,2,2,2,2,3,3,2
417734,MO,85,Asian,M,"B,Sc",5,5,4,5,3,5,3,5,3,3,3,5,3,1,5,2,3,4,3,5,5,1,5,2,1
417743,MO,61,American Indian,F,PhD,5,3,2,4,3,5,2,3,4,5,5,4,1,1,3,1,3,1,1,3,3,1,4,3,5
417752,TX,54,Hispanic,M,"A,Sc",1,4,5,5,1,2,4,3,1,3,2,3,2,3,5,2,4,4,4,1,5,3,1,1,2
417789,TN,72,African American,F,"A,Sc",1,3,2,2,4,3,1,5,2,5,3,2,1,3,2,2,5,4,3,3,2,3,1,5,3
417798,NC,98,Asian,F,GED,1,2,3,2,3,3,5,2,4,5,3,2,4,1,3,4,5,3,3,2,2,1,1,4,4
417804,NC,55,Asian,M,M.Sc,5,4,5,5,2,2,5,4,4,1,2,3,1,3,2,3,5,1,2,3,3,4,5,1,2
417831,NJ,93,American Indian,M,GED,5,2,1,1,3,3,2,1,3,1,3,4,1,2,2,5,2,5,4,3,1,2,1,3,5
417840,PA,99,American Indian,M,"A,Sc",1,2,1,1,5,4,1,4,5,4,1,4,1,3,2,3,4,2,2,1,5,5,1,1,5
417868,NY,67,Asian,M,High School,5,1,2,5,5,1,4,2,3,1,1,5,3,2,1,2,2,4,4,1,5,4,2,2,2
417886,NY,52,Asian,F,GED,2,1,4,1,1,1,3,2,4,4,1,5,3,2,2,2,1,5,2,2,4,2,3,3,2
417901,NY,57,African American,M,GED,2,5,5,5,5,4,3,2,4,2,3,1,1,4,1,1,1,3,5,2,5,3,3,1,5
417910,NY,27,White,F,"A,Sc",2,5,5,2,2,1,5,2,5,3,1,5,3,4,1,2,1,1,2,3,1,4,1,4,2
417947,NY,73,Hispanic,M,"B,Sc",5,1,5,2,2,2,1,1,1,5,4,1,3,5,5,2,1,4,4,2,5,2,1,1,4
417983,NY,85,African American,M,"A,Sc",1,3,4,4,5,3,2,2,3,2,1,1,5,1,2,5,5,5,3,2,1,1,1,1,2
417992,NY,74,American Indian,M,M.Sc,5,4,5,1,1,4,4,5,2,4,1,1,1,5,3,5,1,5,4,4,4,4,5,5,3
418001,NY,99,Pacific Islander,F,M.Sc,4,4,4,1,5,4,3,5,4,5,1,3,5,4,1,1,4,3,3,2,2,5,3,4,2
418010,NY,62,African American,M,"A,Sc",5,4,5,5,2,4,4,3,2,5,3,4,3,3,2,4,4,3,5,1,2,5,4,5,4
418029,NY,95,Pacific Islander,F,GED,2,4,2,4,5,3,5,3,1,2,4,4,2,5,3,1,1,2,2,1,3,3,3,5,4
418038,NY,74,American Indian,M,"B,Sc",4,5,2,5,1,4,5,5,2,2,3,5,1,4,2,1,3,5,5,2,3,2,3,1,2
418056,NY,92,White,F,GED,3,2,5,2,2,5,3,2,4,3,1,4,2,2,4,1,5,4,5,4,2,1,1,3,2
418065,NY,76,Hispanic,F,"B,Sc",5,5,3,5,1,4,1,5,4,2,2,4,5,3,4,5,3,1,1,3,3,2,5,2,5
418083,NY,71,Hispanic,F,High School,3,3,2,2,3,4,3,2,1,3,2,4,1,4,3,1,1,3,1,4,5,2,3,3,4
418126,NY,18,White,M,PhD,1,5,3,5,5,1,5,4,4,1,2,1,5,2,4,1,1,4,3,1,3,4,2,2,3
418162,NY,40,Hispanic,M,PhD,2,3,5,2,1,1,3,2,5,1,1,1,5,3,3,1,3,4,5,2,4,5,4,2,1
418171,NY,62,Pacific Islander,F,High School,2,1,5,5,2,3,1,1,5,5,5,4,4,4,1,2,5,2,2,3,5,4,4,2,1
418199,OH,82,Asian,M,"A,Sc",3,3,4,4,2,5,5,4,1,2,5,5,2,3,3,2,5,2,3,1,4,2,4,2,1
418205,OH,60,Hispanic,M,GED,4,1,2,5,2,5,1,5,5,4,5,5,5,1,4,4,3,4,5,2,2,2,4,2,1
418223,OH,93,American Indian,M,PhD,5,1,3,3,1,4,2,4,3,4,4,4,4,5,1,2,2,5,3,4,3,2,1,1,5
418250,OH,98,Pacific Islander,F,GED,5,4,4,3,3,2,5,1,2,5,2,3,1,2,1,5,4,4,2,4,2,2,3,3,1
418269,OH,58,Asian,F,M.Sc,4,5,5,4,1,1,4,1,3,1,2,1,4,4,2,2,5,2,5,1,4,2,5,5,3
418278,OH,84,American Indian,F,"B,Sc",5,5,5,2,1,2,4,5,5,2,5,4,5,3,3,1,1,3,1,1,1,2,3,3,4
418287,OK,95,American Indian,M,GED,4,1,4,4,3,1,2,2,5,4,5,2,1,3,3,3,1,4,1,5,1,2,1,1,5
418296,OK,33,African American,F,GED,2,5,2,2,1,5,2,2,3,3,2,2,2,4,2,5,2,2,4,3,1,4,5,4,4
418302,OK,61,White,M,"B,Sc",4,3,1,3,2,1,2,3,1,4,2,4,3,1,5,2,3,3,1,3,1,2,3,4,5
418320,OK,40,White,M,High School,2,3,1,4,5,3,3,1,1,1,5,5,4,4,5,2,3,4,1,3,5,5,2,5,5
418339,OK,97,Asian,F,GED,1,1,3,4,4,3,3,2,4,1,4,1,2,3,5,5,2,1,3,2,3,1,5,2,3
418348,OK,35,African American,F,High School,5,3,2,3,1,5,3,5,3,1,5,3,3,1,5,4,5,3,4,4,4,1,1,2,1
418357,OK,43,Asian,F,"B,Sc",2,1,3,3,1,4,2,3,3,1,1,5,2,4,2,4,2,4,5,5,4,5,2,1,4
418384,OK,93,Hispanic,M,"A,Sc",5,1,3,1,1,5,3,3,2,5,3,1,2,1,4,2,3,5,1,2,3,4,4,2,2
418409,PA,22,Asian,M,GED,4,5,4,4,5,3,2,1,3,5,1,5,3,2,4,2,5,5,2,1,2,5,4,5,3
418427,PA,79,White,F,"A,Sc",1,3,3,4,3,2,2,1,3,4,2,5,2,3,2,5,5,4,4,1,2,5,2,5,3
418445,PA,28,Pacific Islander,F,"A,Sc",3,4,4,2,4,5,1,2,2,3,5,3,5,2,5,5,2,2,4,5,2,4,3,2,3
418454,PA,81,White,F,PhD,1,1,5,2,2,1,5,2,2,1,2,3,2,1,2,5,2,5,5,1,3,1,4,1,3
418481,PA,21,Asian,M,M.Sc,4,4,5,5,2,3,4,3,5,4,2,5,2,3,1,1,1,5,2,3,3,4,4,4,4
418506,PA,92,Asian,M,PhD,3,1,5,2,1,3,4,3,4,3,5,1,5,5,3,3,2,5,4,4,4,2,4,3,4
418515,PA,58,African American,M,GED,3,2,3,5,3,1,1,2,2,1,4,1,1,5,5,2,2,5,1,4,5,3,1,1,5
418524,PA,73,White,F,"A,Sc",2,5,3,3,3,1,4,1,3,4,5,1,1,1,4,4,3,1,4,2,3,2,2,1,3
418533,PA,33,American Indian,M,PhD,3,5,1,3,1,3,3,2,5,1,5,2,1,3,1,1,2,3,2,3,3,5,2,2,4
418542,PA,27,Pacific Islander,F,"B,Sc",5,1,2,5,2,3,1,1,4,1,3,5,3,4,5,4,3,2,3,5,5,5,1,4,5
418560,PA,82,African American,M,"A,Sc",5,5,4,5,4,2,4,3,4,1,4,3,2,3,4,1,5,1,1,5,1,5,4,5,4
418588,PA,67,African American,M,M.Sc,4,3,3,5,5,3,1,1,4,1,2,1,2,5,4,2,2,1,1,3,3,2,4,3,2
418603,PA,89,American Indian,M,High School,1,1,1,5,5,1,2,5,2,5,1,3,1,3,5,2,5,4,3,5,2,2,4,1,4
418612,PA,34,Pacific Islander,M,High School,5,3,1,5,4,3,3,5,5,3,5,1,1,1,3,5,2,3,1,2,5,4,1,5,2
418658,PA,46,Pacific Islander,F,"A,Sc",2,3,5,2,1,4,4,4,5,1,3,2,3,3,4,3,5,3,5,5,2,5,4,2,3
418676,PR,95,Hispanic,F,"B,Sc",2,3,3,1,5,2,5,1,5,2,3,2,1,3,1,2,2,3,3,5,1,4,2,3,2
418700,PR,32,White,M,PhD,5,4,3,1,1,2,4,2,3,3,4,1,2,5,1,3,1,4,4,1,1,3,4,4,3
418755,PR,32,Pacific Islander,M,"B,Sc",2,5,4,5,1,1,1,1,4,5,5,4,2,3,2,5,3,1,2,5,1,4,2,2,2
418764,PR,89,Hispanic,M,M.Sc,1,1,1,4,2,5,3,4,4,2,1,5,2,4,2,2,4,5,4,3,1,3,3,2,3
418773,PR,62,American Indian,M,"A,Sc",4,2,4,3,2,5,4,1,3,1,1,3,4,2,4,5,3,1,5,2,3,3,5,2,2
418782,PR,38,Pacific Islander,M,High School,2,5,5,2,2,2,5,3,1,5,3,1,1,3,3,3,3,4,5,2,2,1,2,1,2
418870,TN,76,White,M,GED,2,2,4,2,2,2,2,4,4,2,2,3,3,2,5,5,5,1,3,3,3,2,3,3,5
418889,TN,47,White,M,"B,Sc",4,1,5,1,2,4,2,1,2,5,5,1,1,3,2,5,3,4,3,1,5,3,3,2,4
418913,TX,32,American Indian,M,High School,5,5,4,3,3,4,2,5,3,1,5,5,5,3,4,5,1,3,4,5,2,2,5,1,3
418968,TX,53,American Indian,F,"B,Sc",5,1,1,1,3,4,1,4,3,5,1,3,2,5,4,5,5,5,2,4,1,5,5,3,1
